id|nct_id|outcome_type|measure|time_frame|population|description
191328207|NCT05103631|secondary|Percent of Patients with best response as either complete response or partial response|4 weeks||Response rates will be estimated as the percent of patients whose best response is either complete response or partial response (see Section 7.6) by combining the data from lesions recorded via imaging or by AFP for each patient pre- and post-infusion. To compare with historical data, a 95% confidence interval will be calculated for the response rate.
191328208|NCT05103631|secondary|Median T cell persistence|15 years||T cell persistence will be measured by PCR
191328209|NCT05094206|primary|Number of Non-hematologic Adverse Events after Infusion|28 days after infusion||Occurrence of adverse events will be defined as non-hematologic Grade 3/4 toxicity grade per NCI CTCAE version 5.0.
191328210|NCT05094206|primary|Number of grade 3-4 cytokine release syndrome (CRS).|28 days after infusion||Grade 3-4 CRS as graded per the recent Transplant and Cell Therapy (TCT) consensus criteria.
191328211|NCT05094206|primary|Number of grade 3-4 immune effector cell-associated neurotoxicity syndrome (ICANS)|28 days after infusion||Grade 3-4 ICANS as graded per the recent Transplant and Cell Therapy (TCT) consensus criteria.
191328811|NCT04633148|primary|Safety and tolerability|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||Incidence and intensity of adverse events graded according to CTCAE V5.0 with the exception of CRS and ICANS graded according to Lee et al. 2014 and Lee et al. 2019 respectively
191328812|NCT04633148|primary|Incidence of dose limiting toxicity (DLT)|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||DLT is defined as any adverse event at least possible related to TMpPSMA and/or UniCAR02-T
191328813|NCT04633148|primary|Maximum tolerated dose (MTD)|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||The dose for which the isotonic estimate of the DLT probability is closest to the target DLT probability of 0.2.
191328814|NCT04633148|secondary|Recommended phase 2 dose (RP2D)|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||The RP2D will be determined based on MTD, all available efficacy data, and all available safety data, including information derived from additional treatment cycles.
191328815|NCT04633148|secondary|Antitumor activity|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||Antitumor activity of UniCAR02-T-pPSMA at any time point according to irRECIST (immune-related) Response Evaluation Criteria in Solid Tumors): Complete remission (CR) and partial remission (PR), Objective response rate (ORR), Disease control rate (DCR), Best response rate, Duration of response (DOR),Progression free survival (PFS)
191328816|NCT04633148|secondary|Prostate specific antigen (PSA) response|DLT period (infusion period of TMpPSMA + 7 days or + 14 days in patients with with myelosuppression)||
191328817|NCT04633148|secondary|Overall Survival (OS)|Until fifteen years after last UniCAR02-T administration||
191328818|NCT04633148|secondary|Influence on Circulating tumor cells (CTC)|Before start of lymphodepletion therapy until 6 resp. 12 months after start of last TMpPSMA application||
191329181|NCT04464200|primary|Recommended Phase II Dose (RP2D)|28 days post infusion||Dose escalation will use a 3+3 design. DLT-evaluable participants are defined as those participants who were infused with 19(T2)28z1XX CAR T cells and who were monitored for toxicities during the first 28 days of post infusion.
191329182|NCT04464200|secondary|overall response rate (ORR)|2 years||Response and progression of the disease will be evaluated in this study using the Lugano Classification
191329185|NCT04442022|primary|Phase 2: Overall Response Rate (ORR): Based on Lugano Criteria 2014|From date of initial randomization to the date of disease progression or initiating a new DLBCL treatment (maximum of 5 years from randomization)||
191329186|NCT04442022|primary|Phase 3: Progression-free Survival (PFS): Based on Lugano Criteria 2014|From date of initial randomization to the date of disease progression or death (maximum of 5 years from randomization)||
191329187|NCT04442022|secondary|Phase 2: Progression-free Survival: Based on Lugano Criteria 2014|From date of initial randomization to the date of disease progression or death (maximum of 5 years from randomization)||
191329188|NCT04442022|secondary|Phase 2: Overall Survival (OS)|From date of initial randomization until death (maximum of 5 years from randomization)||
191329189|NCT04442022|secondary|Phase 3: Overall Response Rate: Based on Lugano Criteria 2014|From date of initial randomization to the date of disease progression or initiating a new DLBCL treatment (maximum of 5 years from randomization)||
191329190|NCT04442022|secondary|Phase 3: Overall Survival|From date of initial randomization until death (maximum of 5 years from randomization)||
191329191|NCT04442022|secondary|Phase 2: Overall Response Rate at the End of Combination Therapy (ORR-EoC): Based on Lugano Criteria 2014|From C1D1 (Cycles 1 up to 6; 21 days per cycle) up to 28 days after EoC therapy||
191329192|NCT04442022|secondary|Phase 2: Overall Response Rate at the End of Combination Therapy: Based on Modified Lugano Criteria|From C1D1 (Cycles 1 up to 6; 21 days per cycle) up to 28 days after EoC therapy||
191329193|NCT04442022|secondary|Phase 2: Duration of Response (DOR): Based on Lugano Criteria 2014|From time of first response until disease progression or death (maximum of 5 years from randomization)||
191329194|NCT04442022|secondary|Phase 2: Number of Patients with Adverse Events (AEs)|Up to 30 days after last dose of study drug (maximum of 5 years from randomization)||
191329195|NCT04442022|secondary|Phase 3: Overall Response Rate at the End of Combination Therapy: Based on Lugano Criteria 2014|From C1D1 (Cycles 1 up to 6; 21 days per cycle) up to 28 days after EoC therapy||
191329196|NCT04442022|secondary|Phase 3: Overall Response Rate at the End of Combination Therapy: Based on Modified Lugano Criteria|From C1D1 (Cycles 1 up to 6; 21 days per cycle) up to 28 days after EoC therapy||
191329197|NCT04442022|secondary|Phase 3: Duration of Response: Based on Lugano Criteria 2014|From time of first response until disease progression or death (maximum of 5 years from randomization)||
191329198|NCT04442022|secondary|Phase 3: Progression-free Survival: Based on Modified Lugano Criteria|From date of initial randomization to the date of disease progression or death (maximum of 5 years from randomization)||
191329199|NCT04442022|secondary|Phase 3: Number of Patients with Adverse Events|Up to 30 days after last dose of study drug (maximum of 5 years from randomization)||
191329415|NCT04196491|primary|Dose-limiting toxicity (DLT) rates|Up to completion of DLT period after last subject bb2121 infused||DLTs will be assessed during the DLT interval (ie, within 21 days immediately after bb2121 infusion). DLTs are defined as any bb2121 related Grade 3 to 5 toxicity.
191329416|NCT04196491|primary|Adverse Events (AEs)|Approximately 2 years after last subject bb2121 infused||An AE is any noxious, unintended, or untoward medical occurrence that may appear or worsen in a subject during the course of a study. It may be a new intercurrent illness, a worsening concomitant illness, an injury, or any concomitant impairment of the subject's health, including laboratory test values, regardless of etiology. Any worsening (ie, any clinically significant adverse change in the frequency or intensity of a preexisting condition) should be considered an AE.
191329417|NCT04196491|secondary|Proportion of subjects who achieved Complete Response (CR) Rate|Approximately 2 years after last subject bb2121 infused||Is defined as proportion of subjects who achieved CR or better according to IMWG Uniform Response Criteria for Multiple Myeloma for multiple myeloma will be determined by an Investigator assessment.
191329418|NCT04196491|secondary|Overall Response Rate (ORR)|Approximately 2 years after last subject bb2121 infused||Is defined as proportion of subjects who achieved PR or better according to IMWG Uniform Response Criteria for Multiple Myeloma as determined by an Investigator assessment
191329419|NCT04196491|secondary|Duration of Response (DoR)|Approximately 2 years after last subject bb2121 infused||Is defined as time from first documentation of response (PR or better) to first documentation of progressive disease (PD) or death from any cause, whichever occurs first, for responders.
191329420|NCT04196491|secondary|Time to Complete Response (TCR)|Approximately 2 years after last subject bb2121 infused||Is defined as time from bb2121 infusion date to first documentation of CR for responders (Complete Response (CR) or better).
191329421|NCT04196491|secondary|Time to start maintenance|Approximately 2 years after last subject bb2121 infused||Is defined as time to start lenalidomide maintenance therapy post-bb2121 infusion
191329422|NCT04196491|secondary|Feasibility of initiating maintenance|Approximately 2 years after last subject bb2121 infused||Number of subjects starting the maintenance or on maintenance between D90 and D110
