id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
33268964|NCT02535364|Secondary|Percentage of Participants With CR or CRi, as Determined by an IRC|ORR is defined as the percentage of participants with CR or CRi based on IRC assessment (refer to criteria in Outcome Measure #1)|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes participants with morphologic disease who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one JCAR015 infusion, and who were evaluable for response (excludes 5 subjects with Grade 5 brain edema who died within 8 days after JCAR015 infusion).|||percentage of participants||95% Confidence Interval|Number
33268965|NCT02535364|Secondary|Percentage of Participants Who Achieved a CR or CRi, as Determined by an IRC|Best overall response (BOR) is defined as the best disease response recorded from the time of the last JCAR015 infusion until the start of another anticancer therapy (refer to Outcome Measure #1 for criteria for CR and CRi).|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one infusion of JCAR015.|||percentage of participants|||Number
33268966|NCT02535364|Secondary|Percentage of Participants Who Achieved a CR or CRi, as Determined by an IRC|BOR is defined as the best disease response recorded from the time of the last JCAR015 infusion until the start of another anticancer therapy (refer to Outcome Measure #1 for criteria for CR and CRi).|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphologic disease at the time of JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015.|||percentage of participants|||Number
33268967|NCT02535364|Secondary|Percentage of Participants Who Achieved a Minimal Residual Disease (MRD)-Negative CR or CRi|Percentage of participants who achieved a CR or CRi, as determined by an IRC, with no evidence of MRD in the bone marrow (refer to Outcome Measure #1 for criteria for CR and CRi). MRD-negative is defined as undetectable leukemic cells in the bone marrow as determined by a polymerase chain reaction (PCR)-based assay.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one infusion of JCAR015.|||percentage of participants|||Number
33268968|NCT02535364|Secondary|Percentage of Participants Who Achieved a MRD-Negative CR or CRi|Percentage of participants who achieved a CR or CRi, as determined by an IRC, with no evidence of MRD in the bone marrow (refer to Outcome Measure #1 for criteria for CR and CRi). MRD-negative is defined as undetectable leukemic cells in the bone marrow as determined by a PCR-based assay.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphologic disease at the time of JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015.|||percentage of participants|||Number
33268969|NCT02535364|Secondary|Relapse-Free Survival (RFS), as Determined by an IRC|RFS is defined as the interval from the first documentation of CR or CRi (refer to Outcome Measure #1) to the earlier date of relapse or death due to any cause. Participants who proceeded to hematopoietic stem cell transplant (HSCT) after JCAR015 infusion were censored at the time of HSCT.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one infusion of JCAR015, and who achieved a CR or CRi after JCAR015 infusion.|||months||95% Confidence Interval|Median
33268970|NCT02535364|Secondary|RFS, as Determined by an IRC|RFS is defined as the interval from the first documentation of CR or CRi (refer to Outcome Measure #1) to the earlier date of relapse or death due to any cause. Participants who proceeded to HSCT after JCAR015 infusion were censored at the time of HSCT.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes participants with morphologic disease at the time of JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015, and who achieved a CR or CRi after JCAR015 infusion.|||months||95% Confidence Interval|Median
33268971|NCT02535364|Secondary|Event-Free Survival (EFS)|EFS is defined as the time from the date of the first JCAR015 infusion to the earliest of the following events: death from any cause, relapse, or treatment failure (defined as no response and subsequent discontinuation from the study for adverse event, lack of efficacy or progressive disease, or new anticancer therapy). Participants who proceeded to HSCT after JCAR015 infusion were censored at the time of HSCT.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one infusion of JCAR015.|||months||95% Confidence Interval|Median
33268972|NCT02535364|Secondary|EFS|EFS is defined as the time from the date of the first JCAR015 infusion to the earliest of the following events: death from any cause, relapse, or treatment failure (defined as no response and subsequent discontinuation from the study for adverse event, lack of efficacy or progressive disease, or new anticancer therapy). Participants who proceeded to HSCT after JCAR015 infusion were censored at the time of HSCT.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015.|||months||95% Confidence Interval|Median
33268973|NCT02535364|Secondary|Overall Survival (OS)|OS is defined as the interval from the date of the first JCAR015 infusion to the date of death due to any reason.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one infusion of JCAR015.|||months||95% Confidence Interval|Median
33268974|NCT02535364|Secondary|OS|OS is defined as the interval from the date of the first JCAR015 infusion to the date of death due to any reason.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes all participants who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015.|||months||95% Confidence Interval|Median
33268975|NCT02535364|Secondary|Duration of Remission (DOR) as Determined by an IRC|DOR is defined as the interval from the first documentation of CR or CRi to the earlier date of relapse or death due to ALL.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes participants with morphologic disease at the time of JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015, and who achieved a CR or CRi after JCAR015 infusion.|||months||95% Confidence Interval|Median
33268976|NCT02535364|Secondary|Percentage of Participants Who Achieved a CR or CRi, as Determined by an IRC, at Month 6 After the Final JCAR015 Infusion|ORR at Month 6 is defined as the percentage of participants who achieved a CR or CRi at Month 6 after the final JCAR015 infusion without HSCT during the time period between the final JCAR015 infusion and the Month 6 response assessment (refer to Outcome Measure #1 for criteria for CR and CRi).|Day 1 (first JCAR015 infusion) up to 6 months after the last JCAR015 infusion|The analysis population includes all participants who received lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine and at least one infusion of JCAR015.|||percentage of participants|||Number
