id|nct_id|intervention_type|name|description
56247906|NCT00840853|Genetic|CD19CAR/virus specific T cells|CD19CAR/virus specific T cells will be thawed and given by intravenous injection from day +30 post transplant.
56247907|NCT00840853|Drug|Benadryl and Tylenol|Patients may be premedicated with Benadryl and Tylenol before receiving the injection of cells.
56250794|NCT02862028|Biological|HerinCAR-PD1 cells|herinCAR-PD1 cells transfusion: (1-5×107/kg herinCAR-PD1 + physiological saline + 0.25% human alloalbumin) 300ml for each infusion. IV (in the vein) for each infusion, 2 cycles, each cycle received one infusions on day 21, 43.
56251179|NCT05199961|Behavioral|Digital Health Coaching|The digital health coaching program consists of weekly calls and delivery of evidence-based content across health and wellness domains (e.g. nutrition, exercise, physical, emotional and financial health) up to 4 times weekly via text, email or mobile application. The program is 6-months in duration and designed for engagement following CAR T cell infusion.
56251438|NCT05654077|Biological|CAR-T Cell Injection|intravenously once, and the dose group was 3.0 × 10^6cells/kg、9.0 × 10^6cells/kg、1.5 × 10^7cells/kg。
56251439|NCT05654077|Drug|Fludarabine|Fludarabine 25~30mg/m2/d was infused intravenously for 3 consecutive days. (- 5 days to - 3 days)
56251440|NCT05654077|Drug|cyclophosphamide|250~350mg/m2/d cyclophosphamide was infused intravenously for 3 consecutive days. (- 5 days to - 3 days)
56252534|NCT02782351|Biological|CAR-T|Patients will be infused with autologous CAR-T infusion in a dose escalating manner.
56252609|NCT05340829|Biological|ThisCART19A|ThisCART19A is a new type CAR-T cells therapy for patients with lymphoma and lympholeukemia
56252712|NCT04975555|Drug|Siltuximab|Siltuximab is administered at the dose of 11mg/kg via intravenous infusion over 1 hour. If no resolution of CRS is achieved then a repeat dose of siltuximab at the dose of 11mg/kg via intravenous infusion over 1 hour will be given.
56252772|NCT04226989|Biological|CT-RD06|CT-RD06 cell injection by intravenous infusion
55909831|NCT02992834|Biological|IL-2 pre-treated CD19 cells|IL-2 stimulated, CD28-ζ-vector transfected T cells(TCRζ chimeric antigen receptor-T cell)， were administered at 1×106/kg by single infusion
55909832|NCT02992834|Biological|IL-7/IL-15 pre-treated CD19 cells|IL-7/IL-15 stimulated, CD28-ζ-vector transfected T cells(TCRζ chimeric antigen receptor-T cell)， were administered at 1×106/kg by single infusion
56254548|NCT04860817|Biological|Target CD7 CAR-T cells|"Enrolled participants are allocated to one of three different dose levels of target CD7 CAR-T cells. The infusion dose of CAR-T cells will start at low dose and then rise to higher dose after completion of low dose group.~Dose level one: 0.6×10^7 cells/kg;~Dose level two: 1×10^7 cells/kg;~Dose level three: 1.5×10^7 cells/kg. Before CAR-T infusion, all participants will receive a preconditioning therapy suggested as: Fludarabine 30 mg/m^2×6d, Cyclophosphamide 300 mg/m^2×6d or Cyclophosphamide 600 mg/m^2×6d. After completion of preconditioning therapy, infusion of CAR-T cells needs to start within 1 week. Participants will receive one infusion of CAR-T cells which will take between 15 and 30 mins."
56255729|NCT05323201|Biological|fhB7H3.CAR-Ts|fhB7H3.CAR-Ts will be transhepatic arterial infused after lymphodepletion. Three dose levels will be evaluated: Dose Level 1 (1×10^6/kg), dose Level 2 (3×10^6/kg) and dose Level 3 (5×10^6/kg). If dose limiting toxicities (DLTs) are observed in each doses, Dose Level -1 (0.5×10^6/kg /infusion) will be evaluated.
56255730|NCT05323201|Drug|Fludarabine|30 mg/m2 i.v. for 3 consecutive days (Day -5~Day -3)
56255731|NCT05323201|Drug|Cyclophosphamide|750 mg/m2 i.v. for once (Day -5)
56256848|NCT04264078|Biological|CD7 UCAR-T cells|Dose range:1 to 5 ×10^7 cells/Kg, Dose level one: 1×10^7 cells/Kg, Dose level two: 3×10^7 cells/Kg, Dose level three:5 ×10^7 cells/Kg
56256849|NCT04264078|Drug|Fludarabine|30mg/m^2 per day for 6 days
56256850|NCT04264078|Drug|Cytoxan|600mg/m^2 per day for 2 to 6 days determined by tumor burden at baseline
56256851|NCT04264078|Drug|Melphalan|50 to 70 mg/m^2 in total for 1 or 2 days, whether to use determined by tumor burden at baseline
56258037|NCT04205838|Biological|Anakinra|Given SC
56258038|NCT04205838|Biological|Axicabtagene Ciloleucel|Given via infusion
56258039|NCT04205838|Drug|Cyclophosphamide|Given via infusion
56258040|NCT04205838|Drug|Fludarabine|Given via infusion
56258041|NCT04205838|Drug|Fludarabine Phosphate|Given via infusion
56259013|NCT04844086|Biological|RPM CD19-mbIL15-CAR-T cells|"Single dose of RPM CD19-mbIL15-CAR-T cells will be infused, and a standard 3+3 design will be applied.~Drug: Fludarabine~Fludarabine is used for lymphodepletion.~Drug: Cyclophosphamide~Cyclophosphamide is used for lymphodepletion"
56259865|NCT05252572|Biological|CLL1 CAR T-cells|Drug: CLL1 CAR T-cells Each subject receive CLL1 CAR T-cells by intravenous infusion Other Name: CLL1 CAR T-cells injection
56260823|NCT02846584|Biological|CD19 or CD20 CAR T cells briging HSCT|Patients will receive a one-week regimen of chemotherapy consisting of fluid arabise and cyclophosphamide aimed to deplete the lymphocytes. One week later, patients are intravenously infused autologous anti-CD19 or anti-CD20 CAR T cells.
56260976|NCT00902044|Genetic|Autologous HER2-specific T cells|Each patient will receive one intravenous injection of autologous HER2-specific T cells at one of the dose levels. If the patient has stable disease or a reduction in the size of the tumor they can receive additional doses of HER2-specific T cells at 6 to 12 weeks intervals-each of which will consist of the same cell number as their HER2-specific T-cell injection. For the first two subsequent HER2-specific T-cell infusions, patients will be able to receive additional lymphodepleting chemotherapy according to their dose levels.
56260977|NCT00902044|Drug|Fludarabine|"Fludarabine will be administered for 5 days prior to the T cells~The dose:~>10 kg: 25 mg/m2/day;~<10 kg: 1 mg/kg/day IV over 30 minutes"
56260978|NCT00902044|Drug|Cyclophosphamide|"Cyclophosphamide will be administered for 2 days.~Fludarabine and cyclophosphamide will be given for 2 days, followed by fludarabine alone for the next 3 days, followed by 2 days of rest, before the T cells will be administered.~Cyclophosphamide Dose:~30 mg/kg/day IV over 1 hour (with Mesna and IV hydration)~Fludarabine Dose:~>10 kg: 25 mg/m2/day; <10 kg: 1 mg/kg/day IV over 30 minutes"
56260979|NCT00902044|Genetic|Autologous CAR Positive T cells|Patient will receive one intravenous injection of autologous CAR T cells at dose level 9C. Further CAR T-cell dose escalation at dose level 9C will be done using the lymphodepletion schema as in dose level 9B.
56261175|NCT02842138|Biological|autologous anti-CD19 CAR T cells|Patients will receive a three-day regimen of chemotherapy consisting of fludarabine and cyclophosphamide aimed to deplete the lymphocytes. Four days after lymphodepletion, patients are intravenously infused autologous anti-CD19 CAR T cells. A prescribed CAR T cell dose will be intravenously infused to patient in a three-day split-dose regimen (day0,30%; day1, 30%; day2, 40%).
56261627|NCT04156243|Biological|CD19 CARvac T cells|CD19 CARvac T cells administered to patients, will be either fresh or thawed CAR T cells by IV injection after receiving lymphodepleting chemotherapy.
56262066|NCT05016778|Drug|GPRC5D-CAR-T|After enrollment, subjects complete the PBMC apheresis, then complete the Lymphocyte clearance, and then receive the dose climbing test: 1×10e6/kg，3×10e6/kg，6×10e6/kg.
56545651|NCT02081937|Biological|anti-CD19-CAR vector-transduced T cells|
56262595|NCT02822326|Biological|CD19-CAR-T2 Cells|
56401277|NCT03980288|Drug|CAR-GPC3 T Cells|Pretreatment with fludarabine and cyclophosphamide CAR-GPC3 T Cells infusion
56403737|NCT05371132|Procedure|Positron Emission Tomography|Undergo PET
56403738|NCT05371132|Radiation|Stereotactic Body Radiation Therapy|Undergo SBRT
56403739|NCT05371132|Drug|Zirconium Zr 89-Df-Crefmirlimab|Given IV
56403740|NCT05371132|Radiation|Intensity Modulated Radiation Therapy|IMRT for Lymphoma patients only
56404391|NCT03931720|Biological|BiCAR-NK/T cells (ROBO1 CAR-NK/T cells)|The subject will be observed for any side effects during this time and all the adverse events will be recorded.
56404788|NCT03919240|Biological|CAR T-cell therapy|Patients enrolled will receive infusion of CD19-targeting CAR T-cells with a target dose of 5~10×10E6/kg of recipient weight, after the preparative regimen consisted of fludarabin (30mg/m2, day -5 to -3) and cyclophosphamide (300mg/m2, day -5 to -3).
56546171|NCT05472610|Biological|BZ019|A treatment program will include lymphodepleting chemotherapy with fludarabine and cyclophosphamide (flu/cy) followed by single-dose of BZ019 administered intravenously (IV).
56546697|NCT05243212|Biological|CAR-BCMA|CAR-BCMA T-cells are genetically modified autologous T-cells directed to the B-cell maturation antigen (BCMA). CAR-BCMA T-cells identify and eliminate BCMA-expressing malignant plasma cells. Upon binding to BCMA-expressing cells, the CAR transmits a signal to promote T cell expansion, activation, persistence and elimination of malignant plasma cells.
56546736|NCT05128786|Biological|CCT301-38|Blood will be collected from subjects to isolate peripheral blood mononuclear cells for the production of CCT301-38. Subjects will receive the conditioning chemotherapy regimen of cyclophosphamide and fludarabine for lymphodepletion followed by a single or multiple dose of CCT301-38 via intravenous injection.
56546840|NCT04782193|Biological|CD19 and CD22 targeted prime CAR- T cells|A single infusion of CD19 and CD22 prime CAR-T cells will be administered intravenously
56546841|NCT04781634|Biological|CD19 and CD22 targeted prime CAR-T cells|A single infusion of CD19 and CD22 prime CAR-T cells will be administered intravenously
56546842|NCT04776330|Biological|BCMA targeted prime CAR-T cells|BCMA targeted prime CAR-T cell therapy
56546892|NCT04649983|Biological|CD19 and CD22 targeted CAR-T cells|A single infusion of CD19 and CD22 CAR-T cells will be administered intravenously
56546893|NCT04648475|Biological|CD19 and CD22 targeted CAR-T cells|A single infusion of CD19 and CD22 CAR-T cells will be administered intravenously
56546937|NCT04511871|Biological|CCT303-406|Blood will be collected from subjects to isolate peripheral blood mononuclear cells for the production of CCT303-406. Subjects will receive the conditioning chemotherapy regimen of cyclophosphamide and fludarabine for lymphodepletion followed by a single dose of CCT303-406 via intravenous injection.
56546965|NCT04348643|Biological|CEA CAR-T cells|CEA-CAR-T cells will be administered intravenously.
56546981|NCT04272151|Biological|BCMA CAR-T cells|A single infusion of BCMA CAR-T cells will be administered intravenously.
56546982|NCT04272125|Biological|CD123 CAR-T cells|A single infusion of CD123-CAR-T cells will be administered intravenously
56546983|NCT04271800|Biological|CD19 CAR-T cells|A single infusion of CD19-CAR-T cells will be administered intravenously.
56546984|NCT04271644|Biological|BCMA CAR-T cells|BCMA CAR-T cell therapy
56546985|NCT04271410|Biological|CD19 CAR-T cells|CD19 CAR-T cell therapy
56546986|NCT04265963|Biological|CD123 CAR-T cells|CD123 CAR-T cell therapy
56547394|NCT04788472|Drug|CAR-T cells targeting CD19 and CD22|Each subject receives sequential CD19 and CD22 CAR-T cells by intravenous infusion
56406638|NCT03879382|Biological|anti-CD19/BCMA CAR-T cells|Retroviral vector-transduced autologous T cells to express anti-CD19 and anti-BCMA CARs
56406639|NCT03879382|Drug|Fludarabine|30mg/m2/d
56406640|NCT03879382|Drug|Cyclophosphamide|300mg/m2/d
55910468|NCT03159819|Genetic|CAR-CLD18 T Cells|Dose escalation will be applied in this study.
55911794|NCT03696784|Biological|iC9-CAR19 T cells|iC9-CAR19 T cells will be given by a licensed healthcare provider via intravenous injection over 5-10 minutes through either a peripheral or a central line.
55911795|NCT03696784|Drug|Bendamustine|70mg/m2 IV given as a daily infusion for 3 days per institutional guidelines 2 - 14 days prior to the T cell infusion.
55911796|NCT03696784|Drug|Fludarabine|30 mg/m2 given as a daily infusion for 3 days per institutional guidelines 2 - 14 days prior to the T cell infusion
55911797|NCT03696784|Drug|AP1903|"0.4 mg/kg of AP1903 as an IV infusion over 2 hrs for subjects who develop Grade 4 cytokine release syndrome (CRS) or grade ≥3 CRS that is unresponsive to standard of care interventions , subjects who develop grade ≥3 Immune effector cell-associated neurotoxicity syndrome (ICANS) that does not improve to grade ≤1 within 72 hours with standard of care interventions, and subjects with grade 4 ICANS of any duration that have evidence of cerebral edema and/or generalized convulsive status epilepticus.~Subjects in the expansion cohort who experience ≥ grade 2 CRS or ICANS that remains ≥ grade 2, twenty-four hours after an initial dose of the standard of care treatment may be part of the sub-study of rimiducid. These subjects will receive one of two assigned dose levels. DL1 and DL2 doses are 0.05 mg/kg and 0.01 mg/kg for subjects and DL1: 0.1 mg/kg and DL2: 0.01 mg/kg for subjects with ICANS."
55911798|NCT03696784|Drug|Cyclophosphamide|500 mg/m2/day administered by IV over 3 consecutive days
55912112|NCT05312476|Drug|Chimeric Antigen Receptor T Cells (CAR-T) Targeting Igβ Targets|"Dose escalation studies:3 dose groups in total: expect 3-6 cases in each group, and dose set at 1×106/kg，3×106/kg，6×106/kg.~Dose extension study:3 cases (1 dose group)."
56408798|NCT03796390|Biological|CD123 CAR-T cells|Patients will be drawn 50-100 ml blood to obtain enough peripheral blood mononuclear cells (PBMC) for CAR-T manufacturing. The T cells will be purified from the PBMC, transduced with CAR lentiviral vector, expanded in vitro and then frozen for future administration. Chemotherapy will then be given. Following tumor burden reassessment, CD123 CAR-T cells will be infused.
55912251|NCT04088890|Drug|Fludarabine|Fludarabine 30 mg/m2
55912252|NCT04088890|Drug|Cyclophosphamide|Cyclophosphamide 500 mg/m2
55912253|NCT04088890|Drug|CD22 CAR|Autologous T cells transduced with lentiviral vector (CD22.BB.Z) Chimeric Antigen Receptor (CD22 CAR). Autologous CD22 CAR T cells will be administered intravenously at Dose Level 1 in subjects with ALL. Autologous CD22-CAR T cells will be administered in 3 escalating doses (Dose Level 1, 2, and 3) in subjects with aggressive B-cell NHL to determine MTD/RP2D
55912613|NCT05381181|Biological|CD19-UCART|A conditioning therapy with cyclophosphamide and fludarabine will be conducted before CD19-UCART injection. VP16 can be added to the conditioning therapy.
56408965|NCT05620732|Biological|Claudin18.2 CAR-T cells|patients treated with Claudin18.2 CAR-T cells
55913909|NCT04762485|Biological|Humanized CD7 CAR-T cells|Split intravenous infusion of CD7 CAR-T cells [dose escalating infusion of (0.5-10)x10^6 CD7 CAR-T cells/kg
55914210|NCT03030976|Drug|cyclophosphamide|Patients receive cyclophosphamide (Cy) on day -2 and day -1 to reduce B cells. The dose is 0.5g/m2/d.
55914211|NCT03030976|Drug|anti-CD19-CAR-T cells|A 2nd CAR, CD19 as target protein, 4-1BB as co-stimulator, and optimized the spatial conformation by a suitable hinge & transmembrane domain sequences. Patients infused with anti-CD19-CAR-T cells transduced with lentivirus on day 0 in the absence of disease progression or unacceptable toxicity to treatment of SLE. The dose is 1E6~1E7 CD19-CAR positive T cells. The cells infusion process may last for 30 min.
56409111|NCT05495464|Drug|Acalabrutinib|Given by PO
56409112|NCT05495464|Drug|Rituximab|Given by IV (vein)
