id|nct_id|ctgov_group_code|result_type|title|description
59002666|NCT03049449|BG000|Baseline|Dose Escalation Cohort 1 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 0.3x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~Starting dose: 0.3x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002667|NCT03049449|BG001|Baseline|Dose Escalation Cohort 1 Dose Level 2 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002668|NCT03049449|BG002|Baseline|Dose Escalation Cohort 1 Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: This chemotherapy dose was changed part-way through the protocol, thus 4 participants received 500 mg/m^2 and 3 participants received 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3."
59002669|NCT03049449|BG003|Baseline|Dose Escalation Cohort 1 Dose Level 4 - 9.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 9.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~9.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002670|NCT03049449|BG004|Baseline|Dose Escalation Cohort 2 Dose Level 1 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8-HLA-matched unrelated donor transplant.~1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0 x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002671|NCT03049449|BG005|Baseline|Dose Escalation Cohort 2 Dose Level 2 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8 HLA-matched unrelated donor transplant.~3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002672|NCT03049449|BG006|Baseline|Cohort 1 No Level Assigned - Enrolled But Not Treated|Participants in this group were enrolled but not treated.
59002673|NCT03049449|BG007|Baseline|Cohort 2 No Level Assigned - Enrolled But Not Treated|Participants in this group were enrolled but not treated.
59002674|NCT03049449|BG008|Baseline|Total|Total of all reporting groups
59002675|NCT03049449|FG000|Participant Flow|Dose Escalation Cohort 1 Dose Level -1 - 0.15x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"0.15x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~No participants were enrolled on dose level -1."
59002676|NCT03049449|FG001|Participant Flow|Dose Escalation Cohort 1 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 0.3x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~Starting dose: 0.3x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4,and -3"
59002677|NCT03049449|FG002|Participant Flow|Dose Escalation Cohort 1 Dose Level 2 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002678|NCT03049449|FG003|Participant Flow|Dose Escalation Cohort 1 Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: This chemotherapy dose was changed part-way through the protocol, thus 4 participants received 500 mg/m^2 and 3 participants received 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3."
59002679|NCT03049449|FG004|Participant Flow|Dose Escalation Cohort 1 Dose Level 4 - 9.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 9.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~9.0 x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002680|NCT03049449|FG005|Participant Flow|Dose Escalation Cohort 1 Dose Level 5 - 18x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"18x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight with a maximum dose of 216x10^7 CAR T cells.~No participants were enrolled on dose level 5."
59002681|NCT03049449|FG006|Participant Flow|Dose Escalation Cohort 2 Dose Level 1 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8-HLA-matched unrelated donor transplant.~1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0 x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002682|NCT03049449|FG007|Participant Flow|Dose Escalation Cohort 2 Dose Level 2 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8 HLA-matched unrelated donor transplant.~3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002683|NCT03049449|FG008|Participant Flow|Cohort 1 No Level Assigned - Enrolled But Not Treated|Participants in this group were enrolled but not treated.
59002684|NCT03049449|FG009|Participant Flow|Cohort 2 No Level Assigned - Enrolled But Not Treated|Participants in this group were enrolled but not treated.
59002685|NCT03049449|OG000|Outcome|All Participants|All participants in Dose Escalation groups Cohort 1 and Cohort 2.
59002686|NCT03049449|OG000|Outcome|Dose Escalation Cohort 1 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 0.3x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~Starting dose: 0.3x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002687|NCT03049449|OG001|Outcome|Dose Escalation Cohort 1 Dose Level 2 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002688|NCT03049449|OG002|Outcome|Dose Escalation Cohort 1 Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: This chemotherapy dose was changed part-way through the protocol, thus 4 participants received 500 mg/m^2 and 3 participants received 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3."
59002689|NCT03049449|OG003|Outcome|Dose Escalation Cohort 1 Dose Level 4 - 9.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 9.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~9.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002690|NCT03049449|OG004|Outcome|Dose Escalation Cohort 2 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8-HLA-matched unrelated donor transplant.~0.3x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~0.3 x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002691|NCT03049449|OG005|Outcome|Dose Escalation Cohort 2 Dose Level 2 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8 HLA-matched unrelated donor transplant.~1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002692|NCT03049449|OG004|Outcome|Dose Escalation Cohort 2 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8-HLA-matched unrelated donor transplant.~1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0 x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002693|NCT03049449|OG005|Outcome|Dose Escalation Cohort 2 Dose Level 2 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8 HLA-matched unrelated donor transplant.~3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002694|NCT03049449|OG004|Outcome|Dose Escalation Cohort 2 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have had an Human Leukocyte Antigen (HLA)-matched sibling or an 8/8-HLA-matched unrelated donor transplant.~1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002695|NCT03049449|EG000|Reported Event|Dose Escalation Cohort 1 Dose Level 1 - 0.3x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 0.3x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~Starting dose: 0.3x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002696|NCT03049449|EG001|Reported Event|Dose Escalation Cohort 1 Dose Level 2 - 1.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 1.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~1.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59002697|NCT03049449|EG002|Reported Event|Dose Escalation Cohort 1 Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR) T Cells Per kg|"Participants who have not had an allogeneic hematopoietic stem cell transplant. 3.0x10^6 Chimeric Antigen Receptor (CAR) T cells per kg of recipient bodyweight~3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells/kg (weight based dosing) infuse on day 0 and Cyclophosphamide: This chemotherapy dose was changed part-way through the protocol, thus 4 participants received 500 mg/m^2 and 3 participants received 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 and Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3."
